customerID,churn_probability,predicted_future_12_month_revenue,revenue_at_risk,priority_rank,retention_segment,recommended_action
1400-MMYXY,0.8169267186026278,1270.7462513169485,1038.106565264945,1,Critical Priority,Immediate personal call
6496-SLWHQ,0.8148667525569171,1259.941103861715,1026.684115716773,2,Critical Priority,Immediate personal call
7216-EWTRS,0.845599971486015,1209.555650315599,1022.8002234176188,3,Critical Priority,Immediate personal call
8884-ADFVN,0.8224041022094306,1223.3501134915728,1006.0881517738419,4,Critical Priority,Immediate personal call
5419-JPRRN,0.8236828937231117,1217.360807438206,1002.7192725758051,5,Critical Priority,Immediate personal call
3389-YGYAI,0.7889789173452831,1265.9515147541572,998.8090555223562,6,Critical Priority,Immediate personal call
6023-YEBUP,0.8178990396664724,1211.3629643862982,990.7726052590845,7,Critical Priority,Immediate personal call
4822-RVYBB,0.8195643441530094,1207.1463621988441,989.3341166321868,8,Critical Priority,Immediate personal call
6861-XWTWQ,0.8289386948289789,1190.9544022857658,987.2281878315894,9,Critical Priority,Immediate personal call
0781-LKXBR,0.8156807716618049,1205.9472024065465,983.6679446423666,10,Critical Priority,Immediate personal call
3606-TWKGI,0.765265917999115,1282.7448994560846,981.640953040943,11,Critical Priority,Immediate personal call
4587-VVTOX,0.7748310950625449,1263.5776117285884,979.0592245921773,12,Critical Priority,Immediate personal call
5178-LMXOP,0.855435672203444,1141.1529701417164,976.1829581001358,13,Critical Priority,Immediate personal call
9681-OXGVC,0.806863433611827,1205.972840208501,973.0553866932383,14,Critical Priority,Immediate personal call
2012-NWRPA,0.8105688711905039,1194.5644495031938,968.2767573981096,15,Critical Priority,Immediate personal call
9300-AGZNL,0.8553261177496366,1127.9481403749419,964.7635039298212,16,Critical Priority,Immediate personal call
5150-ITWWB,0.847349955424956,1138.1481529259377,964.4097866487892,17,Critical Priority,Immediate personal call
9221-OTIVJ,0.7663289895734967,1258.1566354224844,964.1619031485028,18,Critical Priority,Immediate personal call
5567-WSELE,0.8492292976753906,1135.1551270898087,964.006991331097,19,Critical Priority,Immediate personal call
9497-QCMMS,0.8564120988875543,1122.548855173974,961.3644211633643,20,Critical Priority,Immediate personal call
7450-NWRTR,0.8054044229026716,1193.3509143613733,961.1301045015973,21,Critical Priority,Immediate personal call
2720-WGKHP,0.8514941047029672,1127.9488217384146,960.4417721169181,22,Critical Priority,Immediate personal call
1875-QIVME,0.7664602675396639,1252.7862939610995,960.2109180394484,23,Critical Priority,Immediate personal call
4424-TKOPW,0.8522994210671934,1126.1490600047587,959.8161918774198,24,Critical Priority,Immediate personal call
8098-LLAZX,0.837974068496792,1145.3556795202594,959.7783586434996,25,Critical Priority,Immediate personal call
2656-TABEH,0.7982350039275871,1202.3726157623842,959.7759096655099,26,Critical Priority,Immediate personal call
7024-OHCCK,0.8487527171970173,1126.156858300984,955.8286934730164,27,Critical Priority,Immediate personal call
2446-BEGGB,0.8094060803153958,1178.9577322351095,954.255556905948,28,Critical Priority,Immediate personal call
0295-PPHDO,0.8324001589989375,1145.3664020932367,953.4031752144513,29,Critical Priority,Immediate personal call
1374-DMZUI,0.8418983787683136,1131.5575062288972,952.6564299772245,30,Critical Priority,Immediate personal call
9305-CDSKC,0.7964943558775639,1195.7762344748692,952.4290216517597,31,Critical Priority,Immediate personal call
2027-FECZV,0.7437042826619493,1280.365100740691,952.2130087917502,32,Critical Priority,Immediate personal call
3902-FOIGH,0.7816532637236554,1216.1556750019079,950.6120525612864,33,Critical Priority,Immediate personal call
0107-YHINA,0.7937301422226417,1196.9671584106738,950.0689128811355,34,Critical Priority,Immediate personal call
2968-SSGAA,0.7856745951229586,1207.1760881816354,948.4475843242233,35,Critical Priority,Immediate personal call
3158-MOERK,0.8230717338965705,1151.974008109673,948.1572442586105,36,Critical Priority,Immediate personal call
9057-SIHCH,0.8177923954000406,1159.1737364077694,947.9634665817249,37,Critical Priority,Immediate personal call
1455-UGQVH,0.7989817999076765,1181.9782026675248,944.3790718189393,38,Critical Priority,Immediate personal call
